,commnets,Rating
0,This film shows the best of the American cinema Whether we like the film or not one has to recognize the greatest achievement perhaps of the creative talent of the people working in the movie industry Gone with the Wind represents a monumental leap as well as a departure for the movies as they were done prior to this filmThe vision of David O Selznick the power behind bringing Margaret Mitchells massive account about the South before and after the Civil War pays handsomely with the film that Victor Fleming directed This movie will live forever because it reminds us of how this great nation came into being despite the different opinions from the two stubborn factions in the warGone with the Wind brought together the best people in Hollywood The end result is the stunning film that for about four hours keep us interested in the story unfolding in the screen Of course credit must be due to the director Victor Fleming and his vision as well as the adaptation by Sydney Howard who gave the right tone to the film The gorgeous cinematography created by Ernest Haller gives us a vision of the gentle South before the war and the Phoenix raising from the ashes of a burned Atlanta The music of Max Steiner puts the right touch behind all that is seen in the movieOne cant conceive another Scarlett OHara played by no one but Vivien Leigh Her beauty her sense of timing her intelligent approach to this role makes this a hallmark performance Ms Leigh was at the best moment of her distinguished career and it shows Scarlett goes from riches to rags back to riches again and in the process finds an inner strength she didnt know she possessed Her impossible love for Ashley will consume her and will keep her away from returning the love to the man that really loves her RhettThe same thing applies to the Rhett Butler of Clark Gable No one else comes to mind for playing him with the passion he projects throughout the movie This is a mans man Captain Butler was torn between his loyalty to the cause of the South and his sense of decency His love for Scarlett the woman he knows is in love with a dream speaks eloquently for itselfThe other two principals Olivia de Havilland and Leslie Howard give performances that are amazing to watch Ms de Havillands Melanie Hamilton is perfect Melanie is loyal to the woman that does everything to undermine her marriage to Ashley Mr Howards Ashley gives a perfect balance to the man in love with his wife while Scarlett keeps tempting himThe rest of the cast is too numerous to make justice to all the actors one sees on the screen but omitting the contribution of Hattie McDaniel to the film would be sinful Ms McDaniel was such a natural actress that she is excellent no matter in what movie she is playing This huge talent is a joy to watchComments to this forum express their objections to the way the race relations play in the movie but being realistic this movie speaks about the not too distant past where all kinds of atrocities such as the slavery were the norm of the land While those things are repugnant to acknowledge in the film they are kept at a minimum After all this film is based on a book by one of the daughters of that South Margaret Mitchell who is presenting the story as she saw it in her mind no doubt told to her from relatives that lived in that period of a horrible page in the American historyEnjoy this monumental classic in all its splendor,10
1,Before I ever saw Gone With the Wind I was well acquainted with Max Steiners theme It opened WOR TVs Million Dollar Movie before every broadcast in New York in the Fifties and Sixties When my parents took me to see Gone With the Wind in one of MGMs rereleases as the film music started in my youthful eagerness to show off my knowledge I remarked to all who could hear that that was stolen from Million Dollar MovieMillion Dollar Movie is gone now but Gone With the Wind book and film remain eternal In these days Margaret Mitchells southern point of view book might have trouble finding a publisher let alone selling film rights to the story But it is a tribute to her and the characters she created that they remain alive in everyones mind who reads the novel or sees the film And thats just about the same because I cant think of another film that remained so faithful to the textIt is said that Margaret Mitchell wrote the book with Clark Gable in mind as Rhett Butler As the sober and ever realistic but charming Rhett Gable for most of the film is playing a character not to dissimilar from what he usually played on screen However in the last half hour of the film when hes hit with unbelievable tragedy and he edges to the point of madness Gable reached dimensions he never did before or subsequently If Mitchell knew who she wanted as Rhett nobody knew who would be Scarlett The search for Scarlett OHara is one of those Hollywood legends as every actress with the possible exception of Edna May Oliver read for the part Gone With the Wind started filming without a Scarlett as the famous burning of Atlanta sequence was done first While it was being down David O Selznick settled on a fairly unknown British actress at least in the USA Vivien LeighIt was a stroke of casting genius Vivien Leighs screen output is pretty small she was primarily a stage actress Gone With the Wind is more her film than Rhett Butlers The story is her story how she evolved from a flighty young southern belle to a hardbitten woman who is determined to survive in the style of living shes become accustomed to from the preCivil War era In the process she helps all those around her economically but loses all their previous affection Ive always felt the key scene in the film is after Leslie Howard tells Leigh hell be marrying Olivia DeHavilland and Leigh makes a fool of herself with him she finds out that Clark Gable has overheard the whole thing Hes fascinated by her but because of that hes on to all her ploysLeslie Howard usually comes in for the smallest amount of analysis among the four leads His Ashley Wilkes is not all that different from Alan Squire in The Petrified Forest Imagine Squire as a wealthy plantation owner and youve Ashley Hes stronger than he realizes though hes the one that reluctantly enlists in the Confederate Army while the cynical Rhett Butler makes some big bucks as a blockade runnerIve always felt however that the most difficult acting job in Gone With the Wind was the role of Melanie Hamilton Olivia DeHavilland after initially considering trying out for Scarlett decided to go after Melanie Its a deceptive part superficially its a lot like the crinoline heroines DeHavilland was doing at Warner Brothers Melanie is the counterpoint to Scarlett an incredibly kind and decent soul who cant see bad in anyone One of her best scenes is with Ona Munson who is Belle Watling the most prominent madam in Atlanta The other women of society snub her but DeHavilland accepts her help for the Confederate cause Its not about politics or slavery for Melanie her husband is at war and his cause is hersAnd DeHavillands death scene would move the Medusa to tears Its a great tribute to the playing skill of Olivia DeHavilland in that Melanie NEVER becomes a maudlin character She got her first Oscar nomination for Melanie in the Supporting Actress category but lost it to fellow cast member Hattie McDaniel as Scarletts mammyHatties a shrewd judge of character shes a slave but shes also a family confidante of the OHaras As Gable says shes one of the few people he knows whose respect he wantsOf course Gone With the Wind is from the southern point of view Growing up in Atlanta Margaret Mitchell heard reminisces from many Confederate veterans and the stories they told found their way into Gone With the Wind Its about what the white civilian population endured during the war and ReconstructionDavid O Selznick got a bit of irony in there though Please note during the burning of Atlanta the slaves who are being marched out to dig trenches are singing Let My People Go And thats just what the Union Army was coming to Atlanta to doGone With the Wind copped so many Oscars for  that Bob Hope quipped at the Academy Awards ceremony that it was a benefit for David O Selznick Of course it was the Best Picture of  and Vivien Leigh won the first of her two Best Actress AwardsMetroGoldwynMayer kept itself in the black for years by simply rereleasing Gone With the Wind Unlike any other classic film it won new generations of fans with theatrical rerelease Somewhere on this planet there are people seeing this  year old classic and it is winning new fans as I write thisAnd I think Gone With the Wind the telling of the interwoven lives of Rhett Scarlett Ashley and Melanie and the world they knew will be something viewed and read hundreds of years from now,10
2,Margaret Mitchells Gone with the Wind in its true essence is a case study on the Old American way of living where pride and honor were the very essence of human existence Victor Flemings rendition of the classic novel a classic within its own right does full justice to the themes propagated by Mitchells evocative masterpiece In the words of Mitchell herself Gone with the Wind is the story of the people whose gift of gumption gave them a definitive edge to endure the tribulation and throes of the American Civil War visàvis those who lacked an inner resolve and determination needed for survivalScarlet OHara the well bred haughty tempestuous and opportunistic protagonist of the saga is an ostensibly flawed individual whose inexorable urge to placate her ego and realize her fancies appears far stronger than her adherence to any credence pious to her people and relevant to her time Her scintillating charm and unrestrained zeal not only make her an object of desire for her male counterparts but also an object of envy for the girls around herVivian Leigh perfectly fits into the caricature of Scarlet OHara She makes full use of her talent courage and guile to portray a part that requires subtlety brusqueness and poise in equal parts It may sound like a hyperbole but no other actress seemed better equipped to play the part a southern belle than Leigh herself who won not one but two Oscars while playing one first for her portrayal of Scarlet OHara and second for portraying Blanche DuBois in A Streetcar Named Desire opposite Marlon Brando In fact her portrayal of Scarlet OHara in which she perfectly blends panache poignancy and peremptoriness is arguably the greatest portrayal by a female lead in cinematic history Leigh uses her onstage experience to improvise in order to add new dimensions and complexities to Scarlets caricature which according to the novel was mostly one dimensional outandout bad Scarlets stubbornness and her impish obsession for a conformist like Ashley who is not only indifferent to her feelings but also incapable of reciprocating the passion and zeal with which she pursues him represent just one dimension of her multifaceted self which is revealed layer by layer with the progression of the narrative The viewer is gifted to see Scarlet in various avatars a usurper an egomaniac a damsel a nemesis a menace a guardian a savior a patriot a fighter and most importantly as a quintessence of womanhoodClark Gable as Rhett Butler perfectly complements Vivian Leighs larger than life portrayal He is an outright reprobate an unscrupulous opportunist whose life revolves around making money and pursuing carnal pleasures However behind this facade just like Scarlet there is a human capable of love and worthy of being loved These unobtrusive yet obvious similarities make Scarlet and Rhett a perfect match for each other The subtle chemistry and tension between the two protagonists give the story its impetus and resonant charm The rest of the cast has given exemplary performances with a special mention of Olivia de Havilland who as Melanie is a paragon of love humility and forgiveness She provides a striking contrast to Scarlets caricature and represents a more traditional picture of womanhoodThe movies direction cinematography editing and music are all top notch and it is the great synergy of all these elements that makes the movie an extravaganza and an undisputed master piece one to be savored till eternity The movie is an amalgam of scenes high on emotion and drama which keeps the viewer absorbed throughout The scene in which Scarlets father tells her the importance of mother land deeming it as the only thing worth fighting for is pure gold Other scenes that come close to matching its brilliance include the one in which Scarlet performs the duties of an obstetrician to help Melanie give birth to her child and the one in which Scarlet pledges to protect Tara till her last breath The movie also has an amazing repertoire of dialogs that are delivered with a nice mix of finesse and accuracy Butlers famous dialog in which he says to Scarlet You should be kissed and often and by someone who knows how also happens to be one of all time favorite The movie especially its anticlimatic ending brings tears to eyes and leaves the viewer overwhelmed as he experiences a rainbow of different emotions being awestruck by the tremendous impact of the journey that he is vicariously made to undergoPS Gone with the Wind is undoubtedly one of cinemas greatest marvels and is a living testament to cinemas timelessness and its limitless potential A must watch for everyone /http//wwwapotpourriofvestigescom/,10
3,Ive seen the film many times have always enjoyed it But Ive been reading the book for the first time Its a very long novel and you have to stay with it if you want to see the ending Its a good read but Margaret Mitchell former newspaper reporter is very thorough in her description of both Southern culture and the changes that the Civil War brought to it Its the size of the book that was the biggest challenge for David O Selznick Not what parts to film but which parts to leave out So many characters that appeared in the book couldnt be introduced in the movie without extending the films length to well over four hours So he had Sidney Howard write the screenplay then cut that down to a filmable length by hiring several more writers to further pare the script and was still rewriting it himself while it was being filmed Selznick was close to running out of money so he asked his angel millionaire Jock Whitney to loan him enough to finish the film The film was finally completed and edited then was testmarketed at a theatre not far from LA The viewers were excited about having seen it and said so on their preview cards which allowed Selznick to rest easy knowing he had a hit on his hands,9
4,The setting is a Georgia plantation The year is  and sixteenyearold Scarlett OHara is infatuated with the blond drowsyeyed Ashley Wilkes  the problem is Ashley plans to marry another woman Little matter that every other man in the county is courting Scarlett and that a charming scoundrel named Rhett Butler is staring at her with questionable intent  she cares only for AshleySuddenly the Civil War brakes out changing the fates and fortunes of all Scarlett clever manipulative and charming proves an adept survivor  but what will she have to do to survive? And will she ever learn whom it is that she really loves?GWTW is one of the most meticulously cast films ever; with the possible exception of Leslie Howard as Ashley in his forties rather old to be playing a man half that age every role was perfectly assigned After you watch Vivien Leigh you will be unable to imagine anyone else playing Scarlett and Hattie McDaniels strong unforgettable performance as Mammy netted her an academy award the first for an AfricanAmerican actor,10
5,It is always in peoples nature to put down great things and to nitpick or sometimes just be plain mean No matter what anyone says this is utterly fantastic in story in special effects in casting with perhaps the sad exception of Leslie Howard as Ashley and in captivation Vivien Leigh is so powerful passionate magnificent and beautiful that you could watch it  times on that ground alone She brings something so convincing and human to the role of the selfish spoilt Scarlett; the character is larger than lifeLeaving Viviens astounding performance aside this remains a sweeping unrivalled epic Watch it Esthers rating /,8
6,I believe that when one views a film one should consider the context in which it was madeBarely  years after talking pictures were first created; less than that after the first fulllength color feature film was created; near the end of the greatest depression this country ever experienced and in which pretty much the only entertainment available to most was radio or the movies; David O Selznik decided to turn the biggest potboiler blockbuster novel into a movieAnd what a movie Stunning color the most popular mail actor of his time perfect music score incredible action scenes story line only  years removed from when it happened and on and on Can you imagine what a storeclerk or a farmer or a teacher experienced in that world seeing Gone With the Wind? What was there to compare with?  was a watershed year for great movies and this one was the greatest produced Try watching this movie as if there were no TV no DVDs only a few radio stations spending maybe the second to the last quarter you owned never having seen such a movie before and you get what I mean Masterful for its time and still timeless today,10
7,Every time I watch this film and Ive seen it more times than I can remember Im always astonished by the freshness of the story the power of the emotions it conveys and the beautiful detailed images of a time long gone That this film was made in the s is almost incomprehensible to me The challenges that had to be overcome in order to bring it to life must have been monumental But come to life it did and still does! A triumph of filmmaking ingenuity and genius that will live on for many generations to come,10
8,Gerard OHara Thomas Mitchell an Irish immigrant settles in North Georgia and becomes a prosperous plantation owner By great luck he marries young Ellen Robillard Barbara ONeill of Savannah the daughter of one of the noblest Georgian families and becomes accepted by his aristocratic neighbors They are blessed with three daughters Scarlett Vivien Leigh Suellen Evelyn Keyes and Carreen Ann RutherfordScarlett the eldest worships her mother Yet under her beauty and Southern coquetry she is charming but proud willful and vain She believes she is in love with Ashley Wilkes Leslie Howard a goodhearted young army captain But Ashley loves his cousin Melanie Hamilton Olivia de Havilland a delicate selfless woman He is frightened by Scarletts energy and animation And although he admits his feelings for her he is afraid to marry her and decides to take Melanie for his bride When Scarlett loses Ashley she is more certain than ever that she must have him On their wedding day she meets Rhett Butler Clark Gable a wealthy adventurer from an old Charleston family Rhett a gamblerwho believes that selfinterest is the motive of all human conductis attracted by Scarletts beauty and realizes that they are equally merciless and consciencelessVivien Leigh is magnificent as the spoiled selfish southern belle She carries the picture and controls it She reproduces the spirited character of Scarlett in all its fluent complexity Clark Gablewith a smile and great light in his eyesis fascinating as the elegant heroic gentleman  He is perfect as the ladies man His dramatic high point is his scene crying in Melanies presence His love scenes with Scarlett give the picture a vibrancy that is one of its great attractions The film begins with their first stormy meeting in the library at Twelve Oaks and intensifies at the Atlanta bazaar when he shocks the confederacy by bidding $l in gold to dance with the newly widowed Mrs Hamilton who cares for nothing but herselfHattie McDaniel gives a rich characterization as Mammy Scarletts shrewd black servant who was never fooled by Scarletts airs and tearsWith a memorable music score by Max Steiner the film was an instant classic winner of eight Academy Awards,9
9,A perfect epic movie with a great story and a superb playing cast and one of the biggest productions imaginable Like Ben Hur and War and Peace a classic for all eternity A world is going down a new world is rising out of the ashes of the gone  melancholy fear the sacrifice and hope of a whole generation fighting and suffering in the Amercian Civil War In our troubled times where war and terror are present almost in every corner of our world and in times where the status quo seems to be a faster and fastergoing constant stream and fastergoing flow where nobody can be sure or predict what the future ahead may bring to us a movie more relevant than most people think,10
