,commnets,Rating
0,Fritz Langs highly influential career as a film director began in post World War I Germany where he was a leading figure in the German Expressionist film movement and ended in the United States in  with the production of The Big Heat a film noir classic Perhaps his greatest film M Germany  forms an historical bridge between expressionism and film noir Like the former it uses strange and disturbing compositions of light and dark in order to symbolize the inner workings of the human mind; like the latter it more realistically sets its story in a modern urban setting and blends in sociological issues along with the psychological and moral ones Even though M was Langs and Germanys first sound film many historians cite it as the initial masterpiece of cinema to appear following the introduction of sound into films in the late s While most early talkies return films to their static visually monotonous stage imitative beginnings and thus limit rather than expand the artistic possibilities of the medium M avoids the failing by skillfully balancing asynchronous offscreen sounds with the more limiting use of synchronous dialogue The films editing particularly its elaborate use of parallel cutting also contributes kinetic energy and fluidity to the storytelling Of course many of the films sound effects are also imaginative and memorable none more so than the compulsive whistling of the films central character the stalker and serial killer of little girls Hans Beckert magnificently played by Peter Lorre Sound is also an important contributor to Ms rich and influential use of off screen space One famous example is the scene that introduces Beckert as a shadow against his own Wanted poster creepily intoning to his next victim Elsie Beckmann You have a very pretty ball Not only is Beckerts shadow a bow toward Langs expressionist artistic roots but it ironically places the murderer in the implied space in front of the image  that is among us the human community of viewers of which he is an innocuousappearing albeit monstrous member Another example of Langs use of offscreen space is the montage of shots whose common denominator is Elsies absence from them an empty chair at the Beckmann dinner table the vertiginous stairwell down which Elsies mother searches compulsively and futilely for signs of her daughters arrival the attic play area that awaits Elsies return from school Most memorable of all  and most often alluded to visually in other films  is the series of shots that indirectly record Beckerts assault and murder of the innocent child representing these off screen events metonymically via the entry of Elsies ball from bushes along on the right edge of the frame and the release of her balloon from telephone wires and off the left edge of the frame Never in the history of cinema has something so terrible been communicated through such powerfully understated imagesBeyond its technical brilliance the keys to Ms lasting impact are its psychologically convincing portrait of Hans Beckerts twisted compulsion and the still relevant ambivalence of his capture and trial Unlike contemporary cinematic examples of the serial killer Beckert is not presented simply as a grotesque psychopath Nor is the issue of how society should deal with him at all clearcut To be sure the gutreaction of most film audiences is to root on the underworld mobsters and petty thieves who beating the established authorities to their mutual quarry capture Beckert and bring him to a mock formal trial whose conclusion is foregone Like many in America today Beckerts accusers are disinclined to listen to insanity pleas and would just as soon be rid of the monster in the surest way possible a summary death penalty with as little fretting about legal rights as possible Considering the heinousness of Beckerts crimes and the imperfections of a legal/medical system that could well turn him loose to kill again this emotional response is hard to resist Yet M is by no means an endorsement of vigilantism  quite the contrary Through the unlikely rhetorical persuasions of Beckerts unkempt court appointed defense attorney and Beckerts own impassioned monologue Lang strongly implies that impatience with democratic judicial procedure and a paranoid eagerness to scapegoat others guilty or not in the name of order are symptomatic of the social hysteria breeding Nazism in s Germany That the ruthless killer who heads the underworld looks dresses and gestures like a Gestapo officer is no accident Moreover the letter M chalked on Beckerts back by one of his pursuers not only stands for murderer but also alludes to Gods marking of Cain While the popular misconception holds that the mark of Cain symbolizes his evil it in fact represents Gods warning to Cains flawed fellow creatures not to mete out wrathful vengeance but to leave justice in Gods hands Translated into secular terms and literally entering the shot from the top of the frame Gods hands in M belong to the legitimate authorities that intervene at the last moment to arrest and try Hans Beckert in the name of the Law,10
1,M /  **** 	M is a cinematic masterpiece of visual drama The stunning performances define the careers of exceptional actors such as Peter Lorre and Gustaf Grundgens Director Fritz Lang gives depth and dimension to his production by distinctly capturing the ecstasy of the films many characters and focusing accurately on individual situations This is an intriguing journey into the mind of a psychotic child murderer blending terror complexity and malignity in one amazing motion picture	Screenwriters Paul Falkenburg and Adlof Jansen construct the characters of M with distinctive personalities and three dimensional emotions Many lesser filmmakers give their characters no creativity outside the confines of the script In this movie each individual character has a mind of their own; they are free to roam the landscape of a inviting atmosphere	Fabricating such an impressive atmosphere is some of the best cinematography and lighting effects that I can remember watching This resplendent component creates the films terrific moody ambiance Suspense is one thing M contains in full context The movies third act is sheer peakhigh tension	Shot in black and white M stars Peter Lorre as PeterHans Beckert an extremely disturbed child murderer in the process of wreaking havoc on a neighborhood Parents everywhere are living in fear of their children being kidnapped and abruptly annihilated 	This picture contains a brilliantly crafted setup The visual setting creates a strongly developed opening Every scene works to either complicate the initial problem or propels the story through a firm narrative through line	The film captures the chaos of the town in terror perfectly M is more about the results of a serial killer than an actual serial killer Never do we directly witness a murder; the violent encounters are implied This method of film making perhaps makes the movies impact even greater With an creative perspective through a third person point of view the filmmakers repeatedly give us examples of a solid structure through characters and occurrences 	M offers a unforgettable challenging performance by Peter Lorre This extraordinary actor is tormenting and disturbing without embracing in extreme violent conduct He perspires with momentum and rapture This productions closing scenes are so deeply penetrating they entirely captivate the viewer Isnt this what movies are supposed to do?,10
2,M is a monumental film and seriously should be watched by all For a film like this to be made in  is just shocking Even if the film was released today it would still be nothing like we have seen before In our modern age of film making there has been a considerable rise in the production of films about serial killers their complexities and particularly about pathological ones Yet M is the first movie that comes to my mind when I think of the themes that have been in Psycho Silence of the Lambs Seven and not to mention countless moreThe film is lead by Peter Lorre in a transcending performance who plays the serial killer and rapist in which the film is centered around In this performance Lorre is successful in something that at the very least is rare to see in any kind of film compassion for a child killer and rapist Lorre makes the viewer see that he is not a criminal by choice but by a sickness of compulsion Too often then not is our perception of a psychotic killer having that look that puts fear into his or hers victims eyes Lorre doesnt do that but rather displays a frightened man a scared man One in which his desperation leads to his hazardous behavior His portrayal of a killer is not of a fearless one but of one consumed by fear Something that even today we as a people cannot understand let alone in The direction and writing of Fritz Lang is beyond comprehensible as he taps into the mind of a serial killer and his complexities He does so in such that we get an empathetic and compassionate illustration of all sides of the story This in which by then end of the film all points of view are more then well delivered to the audience Fritz Lang here has simply created here a timeless masterpiece One that excels in its technical aspects and enlightens the audience on a topic that other films still have not yet to match M inI highly recommend this film for many obvious reasons and conclusions This film was created by one of the all time great directors in Fritz Lang Langs command for the screen is mesmerizing and a joy to witness and so on and so forth Yet much of this is mostly superficial and a waste of time to continuously state M as I mentioned before takes a strong and original stance on an issue that we as a society yet have not fully resolved This film may not give you THE answer on this issue but it may sway that moral compass of yours that lies inside of all of us,10
3,The economy austerity and directness of the films of Fritz Lang made him one of the most profound and precise filmmakers Lang a master of the German expressionist film shot his first talkie a crime drama considered a landmark in the story of suspense movies It was a shocking idea for its time based on the reallife killer Peter Kurten headlined as the Vampire of DüsseldorfM is about a terrorized city and a plump little man with wide eyes often chewing candy who is a pathological childkiller unable to control his urge for killing The film embodies several Lang themes the duality between justice and revenge mob hysteria the menacing anticipation of watching a helplessly trapped individual trying fruitlessly to escape as greater forces move inexorably in and for probably the first time in the cinema it adds a new dimension to suspense pity For the killer is clearly mentally sick He cannot overcome the overwhelming compulsion of his murderous disease and yet we see him hunted down and almost lynched as a criminal rather than treated as a sick man Early in the film the killer is heard whistling the Grieg theme from In the Hall of the Mountain King This theme inexorably becomes imbued with menace And when we see no more than a girl looking in a shop window the melody on the soundtrack told us chillingly that the murderer is there just out of sightThe Murderer is played by Peter Lorre in a virtuoso performance that has barely been matched in all the thrillers he has made since Casablanca The Maltese Falcon and The Mask of Dimitrios When the photographs of his victims all little girls are shown to him he jumps back and twitches with horrorWith powerful visuals Langs motion picture is Lorres first film His performance as the corpulent hunted psychopath is a masterpiece of mime and suggestion Lorre is the archetypal outsideroutside the law and society because of his compulsive crimes outside the balancing society of the underworld because he is not a professional criminal He had only twelve lines of dialogIn the most famous of all about a pathological killer  Alfred Hitchcocks Psycho  Anthony Perkins lacked not only the threat of the tortured Peter Lorre but also the dimension of invoking our incredulous sympathy Psycho reeked with blood and horror whereas the suspense of M is subtle A childs balloon without an owner a rolling ball are enough to tell us that another murder had been committed The audience trapped in its seats torn by ambivalent feelings towards the killer watched him trapped as the net is pulled tight,8
4,The first time I saw M by Fritz Lang I almost didnt know what to make of it I was overwhelmed by the power of the performances the staging of the scenes the locations and the power that the simple story had with such complex circumstances Then I saw it again and a third time and I know that this is one of the best films ever to come out of Germany its a powerful statement about protecting our children if youre looking at it as a message movie but in reality it is just a piece of cinema heaven Thrillers today only wish they could draw a viewer into the mystery elements and have such unconventionality of the times Boiling down to this M is about a child Killer  the legendary character actor Peter Lorre in his first major role  who snatches children when their parents dont watch and continues on until an investigation goes underway But as the police investigate overly thoroughly into the real criminal underworld they know something is up that this is someone far more gone than they could ever be so they join in the hunt This all leads to one of the supreme dramatic climaxes in any thrillerOn the first viewing I just went straight for the story which is able to suck one in enough to make you feel dizzy But on the multiple viewings it becomes even more interesting as one can study the intricacy and indeed fullon artistry of Langs camera He puts it in unusual places at times and adds for good measure shades of dark and gray in many of the night scene this is by the way a precursor to filmnoir which Lang later became an important director in the s and s On top of this there is a very modern sense of style in the editing I remember a couple of scenes that surprised me editing wise One is where the cops I think it was the cops have an argument about the investigation two of them get into a shouting match and we get medium closeups of them going back and forth This is done quickly with a kind of intensity that isnt even captured in todays thrillers There is also the hunt for Lorre in the digging of the house where Lang cuts around constantly heightening the tension between the predators the criminals and the prey Lorre until its almost too much to takeThe disturbing aspects of the story of child abduction and murder have become benchmarks of a number of todays thrillers where the cop is usually the subject and the killer left more in the shadows in cat &amp; mouse style This doesnt happen here and because of it by the time we get to the final scene with Lorre being interrogated and giving his I cant help it speech it becomes something poetic tragic frightening Lang doesnt leave his message so simplistically he makes sure we know Lorres side too however twisted it has become and the antagonist is shown as human as opposed to these presentday thriller where the killers are barely given one dimension let alone two There were reports that during filming Lang put Lorre through torture ultimately causing the two to never work together again But nevertheless out of this comes a towering performance of a small wildeyed criminal in the midst of an extremely welltold and unpredictable mystery story In short if you dont know what youre in for when you hear that whistle those several infamous notes you may not at all,10
5,The opening scene of this movie is the first clue to its near perfection  A mother preparing dinner for her child waiting anxiously for her to return from school  Her hope and then distress as she hears people pass outside her door  While down in the streets of Berlin her daughter is receiving a balloon from a strange man in a long black coat  We know whats going to happen but its still horrific to watchFritz Lang you cinematic god!  A simple story of the underworld the police and a single man holding an entire city hostage and done with such precision and prenoir darkness that is oozes creepy suspense from beginning to endBut this movie is not so simple as the police inspectors trying to catch a devious murderer  its about the mob employing its network of beggars and petty thieves also trying to bring the killer to their own brand of justice Apparently the police crackdown caused by the murders is bad for business  so the mob begins to track him down as wellIts not only a great crime story and perhaps the first physiological thriller the murderer is schizophrenic but theres comments to be made here about the nature of justice and who should best dispense itIn all not only a trailblazing classic but THE trailblazing classic,10
6,This is a very interesting film on so many levels Its interesting to see just how far ahead German cinema was of its American counterpart at this point in time Although there is not that much talking in this early German talking picture  Fritz Lang resisted going to sound in the first place  what conversation that does take place is well done and natural sounding Compare it with any American film from  and you cant help but see the differenceThe murderer artfully played by Peter Lorre has been killing children that have no link to him personally for months The police despite all of their efforts are unable to catch him mainly because there is no rhyme or reason in his choice of victims At first there is a focus on the victims and the hole left in their families by their killing Then the film shifts to two normally opposed groups  the police and the underworld After several months of no results by the authorities the police are unhappy because it reflects badly upon them and the underworld is unhappy because their activities are being disrupted because of the police doing constant raids in their efforts to capture the killerIn a particularly welldone part of the film the scene shifts back and forth between a conference of police and one of the underworld They discuss how they are going to catch the killer The police settle upon the idea of looking for people with a history of past mental problems that were pronounced cured and released The underworld decides to enlist an invisible group  the beggars  to follow every child at all times and therefore catch the killer Both groups focus on the right suspect the question is  who gets there first? M is a fascinating film that raises many topics  the death penalty a group of criminals that are criminals by choice causing less stress on society than a lone criminal that acts out of an uncontrollable compulsion and the motivations of the authorities often being their own bureaucratic survival rather than the larger issue of ending a series of horrible acts against humanity,9
7,Being a huge fan of German Expressionist art Im naturally drawn to the films of Fritz Lang  I recently was able to see the restored version of Metropolis on the big screen and was delighted to see M on the Sundance channel  especially since it was the uncut version  M follows the trail of a child killer Peter Lorre sought both by the police and the members of the underworld whose businesses are being effected by the investigation ,8
8,This movie is definitely one of the scariest movies Ive ever seen Its about this childlike pity evoking man brilliantly played by Peter Lorre who also happens to be a psychotic child killer The city in which he lives is of course panicked by the mysterious childkillings and both the criminals and the police starts to haunt the man down I wont reveal more then this but I will say this Just because its an old movie dont let your guard down This movie is one of those rare movies which are so good that youll never forget them,10
9,In an eerie propagandist fashion the phrase in the name of the Law is repeated over the last two scenes of Fritz Langs M as a child killer is brought to justice If L represents the State and the Law then M is meant to represent the Individual who in this case is a Murderer Lang boldly asked us way back in  whose rights come first the State or the Individual? A master of his craft Lang leaves the question openended and lets the audience decideM is shockingly contemporary in its psychological complexities It explores the psychology of individualism vs group think while showcasing how a state of fear can be inflicted upon a populace when a government fails to protect society from a single individual terrorizing the people The story is fairly straightforward An elusive citizen begins killing innocent children in a large nameless German city The media fuels a paranoid frenzy that incites the public The clueless police begin to raid the underworld after the populace is turned into a raving mob because of the failure to capture the killer The underworld comes to a screeching halt as their business is ruined by the police and starts their own manhunt for the killerUnlike a modern period piece that attempts to evoke a certain place and time M WAS a certain place and time Lang in an almost prophetic sense captured the state of mind of the German people in  as the Weimar Republic was on the brink of collapse and the Nazi Regime was preparing to take over When individuals live in a state of fear as they do in M society collapses and the Individual is crushed Only the State it seems can bring orderM is a also a masterpiece for its technical aspects The way in which Lang uses his camera to move through windows capture shadows reflections empty spaces and shift pointsofview is staggering even by todays standards He also played with the new technology of recorded sound with extensive voiceover narration and dialogue used to overlap and transition between scenes Didnt critics recently praise Michael Clayton for utilizing just such a technique as if it was something revolutionary? One can also see a protean style the would eventually birth the Film Noir movement with the creation of tension and suspense in the use of shadows and camera anglesYet M is not perfect It has some major flaws There are no real characters in the film to speak of in the modern sense The film is virtually all built around mood and plot The only time Lang invites us to emotionally connect is in the opening and closing scenes with a mother of one of the victims and in the classic scene of Peter Lorre giving his writhing and primal I cant help it! speech in front of the kangaroo court of criminals The mothers grief and Lorres madness are presented so sparsely and in such a raw form that it becomes too painful to want to connect with them Another flaw that is often overstated about films from this time period is the slow pace of the early police procedural scenes These inherent flaws combined with the inherent brilliance of Langs vision make M one of the most challenging films a modern viewer could ever sit throughWhat impressed me most about M was the subtlety of the symbolism Lang created with his haunting images As harrowing as the story is none of the gruesomeness is shown on screen Its all transmitted to the viewer through the power of suggestion Is it any wonder Hitler wanted Fritz Lang for his propaganda machine which thankfully led to Lang fleeing to America? Ill never forget the wide shots of the kangaroo court and the looks on those peoples faces as the killer is brought down the steps for trial or the vast expanse of that empty warehouse The scene of the ball rolling in the grass with no one to catch it the balloon caught in the telephone wires and the empty domestic spaces the mother has to inhabit after her child has been murdered are the types of scenes that tape into Jungian archetypes and shared fears The look on Lorres face as he confesses the hand of the Law coming down to save Lorre from being lynched and the ghastly plea from the mother in the final scene will stick with me for the rest of my life M is a communal nightmare; one that from which we have yet to awake,10
