,commnets,Rating
0,Frank Capras idealistic outlook on life is evident in his films From It Happened One Night to Its a Wonderful Life Capra has always had a tendency to let the little guy rise above it all and beat the odds It is no small wonder that Capra enjoyed much of his success during the Depression when movies were used to truly pull an audience out of the despair of the s into a world where anything can happen where being a nice person is all you need to succeed While the fact that the country was in the middle of the Depression was not completely ignored an overly optimistic view on life was taken to counter the despair of everyday lifeThere were many points in It Happened One Night where the true state of the country was indicated Homeless people hitching rides on trains seemed perfectly normal Rather than regard them with apprehension and pity you smile and wave at them Another example is the hostile reaction proprietor Zekes wife had to the fact that her husband had let Peter and Ellie stay the night with promises of being paid Upon seeing Peter and Ellies car missing they rush to the cottage to see if Peter and Ellie are still there They cannot afford freeloadersIn another scene a childs mother has passed out from hunger because they have no money to buy food Peter and Ellie have nearly depleted their funds but decide that the mother and child need money more than they do and give some to themDespite these instances the movie was altogether cheerful in its depiction of the world In the throes of the stock market crash this movie signaled the birth of the screwball comedy At a time when the country needed release they could find that release and laughter in movies like It Happened One Night Audiences were amused by scenes in the film such as the segment in which Peter teaches Ellie how to dunk a donut Or when forced to share a room Peter puts a blanket between his and Ellies beds and calls it the `wall of Jericho which is revisited when the walls of Jericho come tumbling down after Peter and Ellies marriage Probably the most famous scene in the film is the hitchhiking sequence which features Peter standing by the roadside trying to thumb a ride unsuccessfully finally giving up after more than a dozen cars speed by without paying any heed to his attempts After he gives up beaten Ellie simply lifts her skirt above her knee The first car that passes stops as we see extreme closeups of a foot slamming down on the brakes and a hand applying the hand brakeA master in his profession Capra left his mark on the films he directed With an almost childlike cheerfulness he maintains a sense of dignity and class The viewer is left with a feeling of hope for humankind even if its only that a persons ideals could be used to make such a film Capras films are still regarded as masterpieces It Happened One Night arguably remains to this day unparalleled in screwball comedies It was one of many movies made during the Depression a sometimes sad and even lonely time in our history It gave its audience a chance to escape and forget their troubles for a few moments in time out of  stars,9
1,In his autobiography The Names Above the Title Frank Capra said that until It Happened One Night drama had four stock characters the hero the heroine the comedian and the villainWhat Capra did and you might notice he followed that in a whole lot of his films the characters of hero and comedian are combined Not completely though because Claudette Colbert gets a few laughs herself especially with that system all her own But in doing what he did for Clark Gables character Capra created a whole new type of screen comedy the classic screwball comedy and It Happened One Night surely set the moldCapras autobiography told the story of the making of It Happened One Night which in itself could be a movie Capra worked for Columbia Pictures which at that time was a minor studio along the lines of Republic or Monogram As Capra tells it he had a vision about this story that Samuel Hopkins Adams wrote and persuaded Harry Cohn to buy it Capra also had a stroke of good luck Adolph Zukor at Paramount and Louis B Mayer at MGM were looking to punish a couple of recalcitrant stars Claudette Colbert and Clark Gable The idea was to show these two what it was like to work in a small budget studio without all the perks of Paramount and MGM In fact the description of Gable arriving to work at Columbia that first day drunk as a skunk is priceless Capra dressed him down good and said that to his credit Gable came to work afterwards and couldnt have been more cooperativeAt some point Harry Cohn at Columbia was convinced that maybe Capra had something He had in fact delivered for Columbia the previous year with Lady for a Day So the publicity drums were beatThe rest as they say is history It Happened One Night won the first Oscar grand slam Best Picture Best Director Best Actor and Best Actress It won the first Oscars Columbia Pictures ever got and lifted it right into the ranks of the major studios And it set the standard for screwball comedyThe film could never have gotten off the ground were it not for the chemistry of Gable and Colbert Theyre together for most of the film so if it doesnt click between the two of them you have people walking out in droves Colbert had already played a wide variety of parts at Paramount ranging from Poppaea and Cleopatra to comedies with Maurice Chevalier like The Big Pond Gable had played a whole lot of tough guys on both sides of the law at MGM It Happened One Night showed he had some real comic talent a flair MGM exploited in his roles from then on in Gable and Colbert did only one other film together Boom Town for MGM You cant get much more different than those two films Boom Town had a huge MGM budget Spencer Tracy and Hedy Lamarr as well and a lot of special effects involving the oil industry and hazards therein Its also a great film but its not a classic like It Happened One Night,10
2,It Happened One Night directed by Frank Capra was made and released in  by Columbia Pictures as a small budget film that was not expected to do well at the box office Yet after its release the film gained many accolades and won the Academy Award for best picture in  Due to the original small nature of the film the leading man role was surprisingly filled by Clark Gable who was on loan from another studio He stared opposite of Claudette Colbert Capras film was a combination of many ideals emotions and social perceptions of the American society of the thirties but it was also a combination of many new and innovative filming techniques and sound advancements The film unfolds the story in such a attentiongrabbing and remarkable way that most of todays cinema use his style and ideals when producing and creating films Capra used the idea of a moving camera one that was not fixed upon a box but on a moveable crane instead This produced more sweeping shots more angles for filming and fewer distance shots It allowed for more movement of the actors as well as a more realistic and real life feeling to the movie The film also incorporates back projection of images This is were a scene is filmed previously and played in the background while the actors perform the scene in front of the projection Back projection is used for car scenes to give the impression that the actors are driving but in reality they are in a sound stage Capra also incorporated the use of a wipe in his film The technique of moving left to right and fading in or out to change a scene or show elapsed time took the place of the traditional place cards in silent films and allowed for a more constant stream for the film The film was also all talk the new technology of a sound strip on the side of the film was used The text cards of silent films were completely discarded Another camera trick by Capra is to show a change in feelings within Clark Gables character for Claudette Colberts character by depicting her character in a different light This happens two times within the film at key moments to the development of their relationship Claudette Colbert is seen in a close up of softer light to emphasize Clark Gables character seeing her in a `different light In this romantic comedy Capra not only showed new styles and techniques but also addressed social issues of the time Through comedy he showed the outlandish nature of the rich King arriving for his own wedding in a helicopter and the nature of man being the controller in relationships as well as in society The fighting and struggles between the two main characters showed the man taking care of the woman the social norms of how men and woman should act around each other in that era But the fighting and the banter also show a strongminded and intelligent woman The two strongwilled main characters balanced each other outCapras techniques for showing the social relationship between the rich and working classes as well as a relationship between man and woman in the s captured film makers and film viewers for over  years Films are now compared to his style of camera movement and his style of capturing the American ideals When movies of today make a similar statement of achieving what one wants they are referred to as Capraesc Capras imagination and style is one that changed the outlook of American films and introduced a new genre to film goers everywhere,0
3,IHON rightly earns its place as one of the greatest romantic comedies in film history A pioneer of the screwball comedy genre it holds up very well  years after it was madeIts a classic tale of the battle of sexes something that is still so relevant today We follow the story of spoiled heiress Ellie Andrews Claudette Colbert who jumps ship from her fathers yacht literally! in Florida after an argument with said father played by Walter Connolly over her marrying wealthy playboy King Westley Jameson Thomas without her fathers consent Ellie is on a mission to get to New York to King Westley But how will she do it? Thats how Peter Warne played by a delightfully handsome Clark Gable comes into the story Recently fired from his newspaper job Peter meets Ellie on the Night Bus to New York and realizing who she is Her story is all over the news after all! offers to help her get to NY and Westley if she gives him an exclusive story to win him back his job And so the fun begins Colbert and Gable have great chemistry as the mismatched couple thrown together after a series of unusual circumstances The trip isnt a smooth one and we are taken on a wild ride with Peter and Ellie which gives us great scenes such as the doughnutdunking lesson Walls Of Jericho and the nowclassic hitchhiking scene The humour is still fresh and fastpaced over  years later Oops I almost forgot the classic no undershirt scene where Gable sexily gives Colbert a lesson in how a man undresses to reveal shock horror! no undershirt but a bare chest! This had a bad effect on the sales of mens undershirts which dropped dramatically after the films release One of the first examples of product placement in film Great supporting characters particularly the scenestealing Oscar Shapeley Roscoe Karns Of course it has its faults all early talkies do But any faults are outweighed by the great story Technically it was wellmade for its timeIHON won  Oscars Best Picture Best Director Frank Capra Best Actress and Best Actor for Colbert and Gable and Best Adaptation It deserved all of them Funnily enough both Colbert and Gable didn&amp;#;t want any part in the film at first I bet they changed their viewpoint after the surprise success and the prestigious Academy Awards they gained for it Its been said that a number of Disney characters like Bugs Bunny Yosemite Sam and Pepe LePew were inspired by characters in this film A classic a mustsee a great movie,10
4,This is a pleasant funny classic that shows it age only slightly and that has a lot of scenes you can look forward to each time that you see it Gable and Colbert each get roles that are nicely suited to them and are wellremembered for their performances  The supporting cast also rounds out the picture with some good character actingThe crosscountry trip on the bus and via other assorted methods is fun to watch with several nice vignettes that complement the main story line The atmosphere on the long bus trip is done especially well  The plot is of course not meant to be taken too seriously in itself but it comes in very handy for setting up good characters and comedyIt all comes across as effortlessly entertaining romantic comedy with some classic scenes and characters you learn to care for in spite of their mistakes,0
5,This sweet comedy never loses its appeal  Claudette Colbert is a spoiled young girl who meets a wordly attractive newspaper reporter Clark Gable In the beginning she treats him like a servant but he never knuckles under to this behavior  The interaction between these two is very romantic and humorous  It is the classic portrayal of what may be called sexual tension  He takes care of her  does not take advantage of her  but makes her realize that her wealthy background cannot carry her through as a human being she has to earn his respect by treating him with respect  There is a scene in which the two of them are forced to hitchhike and their breakfast is only a handful of carrots plucked from a garden they were lucky to find  As Gable stands at the edge of the road and Colbert is perched atop a wooden fence his wisecracking posture is said to be the inspiration for the beloved cartoon character Bugs Bunny  This is a mustsee for every one who loves old movies and entertaining for all,10
6,It Happened One Night is one of those films that is so classic and on so many `mustsee lists that I actually assumed that I had seen it at one time or another  It wasnt until I actually looked into the film when I in fact realized I hadntThe first film to sweep the major categories in an Oscar ceremony It Happened One Night spins the story of a young spoiled heiress Colbert who marries a shallow yet dashing aviator  She is then swept off by her father who takes her on a cruise; convinced that time away from each other will cure her infatuation  Instead she escapes by jumping out of the boat and swimming to shore where she begins her journey from Miami to New York where her husband awaits  The film quickly turns into an `on the road flick at this point when she meets up with Clark Gable a down on his luck reporter who offers to help her for the exclusive rights to her story  Mayhem inevitably ensues as one thing after another goes wrong during their adventureIm a little hesitant to completely agree with the general assessment that It Happened One Night is a screwball comedy  Of course there were certain moments that were hilarious and overdone the scene when Gable and Colbert pose as husband and wife to share a cabin for the night is absolutely rich but the majority of the remaining film is clever romantic comedy with fairly even performances by the principles  Perhaps there is a sliding scale for screwball comedies with It Happened One Night being a two and a film that I feel personifies the genre Bringing up Baby as a five,8
7,Consider this It Happened One Night was made in  which gives it the distinction + years later of being the oldest film still widely viewed by mainstream audiences And most of the runnerups for oldest film are s screwball comedies inspired by the success of this seminal film which made a clean sweep of the  Academy Awards The genre has held up over the years because these are small human stories with themes that are still relevant The main reason It Happened One Night worked then and still works today is the accidental pairing of Colbert and Gable who provide an amazing chemistry under Frank Capras direction Columbia Pictures was a small player in the early days of talking pictures and studio head Harry Cohn had difficulty rounding up two major stars to play the leads in this modest budget production Colbert was not interested in doing another Capra film after a negative experience working for him six years earlier in her silent picture debut Cohn told Capra That French broad likes money and Capra finally got her on board with an offer of $ double her usual price and a guarantee that production would only last  days Gable was under contract to MGM but had been making trouble for them so as punishment Louis B Mayer personally loaned him to Columbia for this filmThe film had a lot else going for it; a motivated Capra a great script that would play well with small town America and a good ensemble of supporting talent The story concerns a spoiled young heiress Colbert trying to escape the control of her father nicely played by Walter Connelly Dodging her fathers private detective she takes a Miami to New York bus where she meets a recently fired reporter Gable who agrees to help her in exchange for an exclusive story Cozy quarters and many adventures lead them to change their initial opinions of each other brainless brat and obnoxious bully as an undisclosed affection develops On the eve of their arrival in New York they try to sort out their feelings for each otherWhile the script is not really successful in convincingly illustrating the process of their falling in love one minute they are just friends and the next they are in love Capra is able to sell it with a simple connection process between these two characters which is at work throughout the film As another reviewer has written Far from loveydovey the dialogue is witty sharp and occasionally heartless We may know the outcome but the road to get there is paved with arguments anger and misunderstandings Its also clever funny and a bit risqué for   During their three days and nights together Colbert convincingly gives us a character who matures from a spoiled rich girl to a responsible adult motivated by a desire to improve her companions opinion of her Gable shows real star presence playing a confident charming and resourceful gentleman By the end their sudden love is credible because they have demonstrated that they are both exactly what the other is looking for in a partnerAfter the Oscar ceremony Capra threw a party where he downed a magnum of champagne and passed out on his front lawn clutching his Best Director OscarThen again what do I know? Im only a child,9
8,I have seen this movie a few times over the year and have just recently  viewed it again twice on the DVD version This is a highly recommended  movie on several levels First it has to be seen because it won  multiple academy awards during  It has won at least best actor best actress and best director  So it should be seen just for its historical significance if you are  into movies as an art form However if you are just looking for  entertainment then it is simply a great classic romantic comedy The  set up is that Ellie Claudette Colbert is a rich spoiled  independent woman who is running away from her father in Florida to  join her husband not quite a complete marriage in New York City She  meets Peter Clark Gable on the bus who is a down &amp; out reporter  looking for a big story They join forces in that he will help her to  get to New York for an exclusive on her story In essence it is the  bratty socialite vs the hard nosed know it all reporter  Can they  achieve true love? Just watch the movie and figure it out for  yourself There is the classical scene regarding the battle of the  sexes which involves hitchhiking There is some dated material because  the movie was made in the s about the s This may be both good  and bad as a viewing experience Gable is a bit too shallow as a  desirable character He lacks the sensitivity of a guy that would be in  a modern romantic comedy However his portrayal of Peter is likely  typical for the ideal man of the era in that he attempted to be  competent and in charge at all times the know it all guy The  character comes across as too simplistic by todays standards However  when he gets the feedback on his rough edges from Ellie he shows his  nice guy side Claudette Colbert is great in this movie she had  opportunities to display her acting craft as she responded to different  situations The scene in which she and Gable pretended to be basically  white trash was very funny Her getting the best actress award is  very evident even without having to see the performances of her  rivalries for the Oscar in  Overall this movie is rated a  and  is highly recommended A viewer may avoid older movies because they  lack dept; however hang in for this one Once the screen chemistry  starts between Colbert and Gable their first scene together the rest  of the picture is just a joyride of entertainment in watching these two  work their magic for the camera Enjoy this movie it should be an  awesome experience,0
9,In my college film class we had begun watching It happened one night I was laughing my head off But of course my professor stops the movie right when it was getting good After that I wanted to see this movie so badly My father lucky enough had the movie I watched it and it is one of the funniest movies I have ever seen Clark Gable is histerical He really does a great job in the film I always did prefer the old comedies to today Do you blame me? If you watch the flick you will enjoy it This is one of the first romantic comedies Itll send all the others to the back of the bus I would higly recommend this movie Its a classic/,10
