,commnets,Rating
0,Part satire part slapstick comedy part melodrama; the great pioneer of film Charles Chaplin has created his own monument with this film At the same time Modern Times was Chaplins last goodbye to the era of silent film  which remarkably had already ended almost a decade earlierAfter nearly  years this screen marvel still makes me laugh cry  and think about the ongoing automatization of practically every trivial little thing in our lives Modern times indeed To me this film is as entertaining and funny today as I imagine it was then and its certainly as relevant as it was then The tramp still rules My vote  out of Favorite films http//wwwIMDbcom/list/mkjOKvqlSBs/Lesserknown Masterpieces http//wwwimdbcom/list/ls/Favorite LowBudget and BMovies http//wwwimdbcom/list/ls/Favorite TVShows reviewed http//wwwimdbcom/list/ls/,9
1,Charlie Chaplins Modern Times  is the final film to feature the great actor/director/writers most easily recognizable incarnation The Tramp Here is a character that is so ingrained in the collective conscious of modern film audiences that many recognize him despite the fact that they have not seen a single Chaplin film Indeed several iconographic studies have labeled The Tramp with his worn hat distinctive mustache dusty suit cane and trademark waddle as the single most identifiable fictional image in historyStill the film that perhaps most influenced the creation and thematic realization of Modern Times was not even a silent one The Jazz Singer which debuted in  five years before Modern Times began production is perhaps the most important watershed film in the industrys centuryold history In the film comic great Al Jolson stands up in front of the audience andsings And as Millard Mitchell said in Singin in the Rain the public was suddenly in a frenzy for Talking pictures! Talking pictures! Sadly with the advent of synchronized sound and dialogue the world of silent filmmaking began to slip into obscurity with audiences and studios now viewing it as obsolete and undesirable Nevertheless Chaplin continued his passion for the subtle craft by creating City Lights  which many critics and academics consider one of the greatest films ever made but by the time Modern Times was released Chaplin was one of the last directors left clinging to a dying artModern Times is not an entirely silent film there are dialogue snippets and sound effects but if you look closely every character with dialogue excluding Chaplin himself is being mocked Even when The Tramp opens his mouth the only time he ever did so in a film the words are nonsensical defying the burgeoning convention that dialogue is mandatory for substance entertainment and qualityDespite the films status as one of the greatest comedies of alltime it is hard to ignore the political component In his movies Chaplin often exhibited a great mistrust for authority and progress as often embodied through the social elite the police and wealthy entrepreneurs The irony of the films title then is twofold It connects with Chaplins own bitter feelings regarding his moribund art form but also refers to the plight of the working classes during the Great Depression long working hours with little job security and meager salary while the upper classes remain wealthy and bide their idle time The world was changing fast and Chaplin foresaw that many of these changes were far from beneficialAs we watch The Tramp struggle through the modern mechanized world we laugh at his antics and the absurdity of their results but we can also feel pain and pity He is clearly a man who does not belong Indeed The Tramp can almost be thought of as a misfit who has passed through a membrane from some alternate reality and unwittingly fallen into our familiar world notice that he does not have a name or identification of any kind and as far as we know he has no friends family funds or historyHe takes on assembly lines feeding machines department stores policemen and various other massoriented aspects of the industrialized world all which demand and exhibit sameness and conformity but The Tramp and his symbolic extension the individual never seem to fitThis is consequently why Modern Times is also one of the most poignant love stories ever put on film The only character who is on the same level as The Tramp is a young homeless woman who is referred to as The Gamin and is played by Chaplins thenwife Paulette Goddard These two are brought together by the fact they have almost nothing except the will to live and continue forward despite adversity Both are nameless neither has a home and they each have no money or material possessionsIt is here that Chaplin makes his most poignant and saddening statement about modern living The Tramp and The Gamin are the only characters who exhibit individuality and idealism yet they are also the ones lowest on the social and economic food chain The conclusion of the film which most likely reflects upon Chaplins own emotions is tinged with sadness but also a lingering hopefulness that resonates as loudly and clearly today as it did more than sixty years agoThen there is of course the comedy which is the stuff of legendary status Some of the most memorable comic images in film history are found in Modern Times These include The Tramps bout with an assembly line and his resulting twitches his unfortunate encounter with nosepowder the moment when he quite literally becomes a cog in the wheels of industry and his epic struggle to bring roast duck to an angry customerIn my opinion however the two standout moments are the scene in a department store involving a blindfold and some rollerskates the most exquisite moment of comedy in the film and the sequence where The Tramp is submitted to the mad whim of an outofcontrol feeding machine the most uproarious moment in the filmThese are just a handful of moments that make Modern Times the enduring masterpiece that it is On a personal level the aspect of the film that resonates strongest with me is its appeal to the idealistic misfit in all of us In our hearts many of us long for the simplicity and exuberance with which The Tramp and The Gamin live life with attention to the bare essentials and an absence of need for materialism and modern trappingsAs Chaplin so skillfully shows however our modern times make this lifestyle a faded dream lost among the sheeplike herds of men and women scurrying through a modern metropolis that only Fritz Lang could make seem darker and more devoid of true humanity Still the final image of Modern Times refuses to let the film end on an exclusively tragic note and demonstrates that the individual is still alive and may yet find his way in an everchanging world,10
2,It is difficult to review Chaplins movies objectively because many of us have seen them or at least have heard about them since we were young They have become part of our emotional and/or cultural backgroundChaplin is arguably the only complete director in most of his pictures he also produces acts writes the script composes the music does his own stunts and edits His talent and reputation generated numerous commercial successes even when he continued directing silent movies after their time Talkies were the only films produced after  the few silent attempts afterwards were failures; yet Chaplin was an exception City Lights in  and Modern Times in  were sensations worldwide the latter includes a few sounds but they are marginal This is remarkable since nine years is an eternity in cinema timeframe Only in  did Chaplin direct a talkie*** WARNING CONTAINS SPOILERS ***Is the movie a comedy? Partly tragicomedy is Chaplins trademark In my opinion there are three levels of humour Pure amusement sometimes as in slapstick the tramp eats all he can to be sent to jail and even buys more when he is with the policeman; he is drugged in jail; the tramp and the gamin imagine their life in an idyllic house; the tramp rollerskates close to an edge in the department store fabulous stunt; he makes a lousy waiter but a great actor at the end Again I am not certain how much of the fun is derived from childhood memories and/or the fact we feel younger as we watch the film To enjoy it fully we must lay aside some of our adult critical sense notably towards oldfashioned cinema No humour just drama the gamins father dies; her sisters are taken away; the tramp crashes his way through the crowd to get a job an efficient illustration of ruthless competition  Amusement with a dramatic twist these are the most frequent scenes and probably the best We grin even as we laugh The movie opens on sheep moving grouped of which a black one an allusion to the tramp? that fade out to workers coming out of the subway This must have been a shock for the audience during the Great Depression Another example is one of Chaplins most famous scenes ever the tramp tries the eating machine It is at the same time hilarious Chaplin really gives all of himself here and pathetic a metaphor on illconceived progress oppression of man by machine and conditions of workers obliged to comply with strange requestsOther scenes include the entire first part in the factory including when the tramp is stuck in the machine inside shot that became iconic which also happens to a colleague later on outside shot; the tramp launches by mistake an unfinished ship into the sea with footage of an actual ship that was probably sunk because of the Depression; the tramp and the gamin make most of their shabby hutThe movie efficiently alternates these three levels of humour as well as its rhythm It famously starts as a whirlwind with dynamic tempo and music And it ends like a rollercoaster funny musical the tramp sings emotional he is hired dramatic the police arrest the gamin thriller they run away as climatic music plays melancholic they are on the road free but uncertain The last image is rightfully doubleedged the tramp and the gamin walk away but mountains ahead block their road She looks like an elegant lady he looks a bit like a clown with his funny walk and big shoes We dont know where they are going nor do theyHence Chaplins ambition was far more than to just divert Themes depicted eighty years ago are still modern<ul><li>Crisis redundancies strikes inequalities social unrest</li></ul><ul><li>Working conditions in factories even though exaggerated by humour and symbols productivity control burnout</li></ul><ul><li>Technology that dehumanises chainworking the eating machine video surveillance a sciencefiction element at the time Remarkably the only sounds of the film are coming from devices not humans screen phonograph radio</li></ul><ul><li>Success with talent work and some luck</li></ul><ul><li>The law The topic is prominent the police are omnipresent and ambiguous Can one steal food to survive? Chaplin seems to excuse this behaviour The tramp is on both sides of the law he steals food but helps the police arrest villains in jail And the polices role is complex; notably they shoot an unarmed man followed by the ironic card The law takes charge of the orphans</li></ul><ul><li>Violence and drugs in prison</li></ul>The universal dimension of the movie shows by the fact the main characters have no name the tramp the gamin Chaplin will be blamed for its social topics during the McCarthy era among other grievances and he will be forced to exile Considering it now this seems ridiculous since the message of the film is not communist the tramp and the gamin want everything but change society; they search for a job a home and respect Note also Lincolns portrait in the tramps cell he is a patriotThe movie does not take sides Workers can be friendly or violent Policemen can be friendly eg in jail or violent one purposelessly pushes the tramp outside the factory Prison inmates can be honest the tramp or villains Women can be attractive the gamin or not all others actually This doublesidedness also divides individuals Big Bill was bullying the tramp in the factory but later sympathises with him The gamin steals and then becomes settled The tramp will do anything to protect the ones he loves the gamin children but can abuse almost anybody else to achieve it a recurrent feature in Chaplins picturesThe underlying message seems to be people are not good or bad it mainly depends on their conditions Yet another modern theme,10
3,Modern Times is in my top  films and # in my list of favorite comedies Charles Chaplin is arguably the most talented human being nevermind film maker that ever lived I first saw this treasure about  years ago and I watched it again recently to make sure that it really WAS funny and that I had not given it too much praise because it was simply a Chaplin film Modern Times passed my test with flying colors I laughed hysterically from start to finish Each and every scene is innovative well thought out and executed with the genius that only Chaplin possessed Among my favorite scenes are the automatic workerfeeding machine; the jail scene in the cafeteria when The Tramp accidentally sprinkles cocaine on his food thinking it is salt; and the roller skating scene in the department store No special effects or computer animation just pure simple geniusThe storyline in Modern Times is purposefully naive a trick Chaplin used time and again to bring a profound humanitarian quality to his films Watching this film is comparable to watching a Warner Bros cartoon which coming from me is a sincere compliment The level of physical comedy in Modern Times is on par with the masterful short films of Chuck Jones Friz Freleng and othersFinally as was the case with most of his later films Modern Times is a serious social commentary Its message is as relevant today as it was more than sixty years ago when it was released In fact it is arguably even more relevant today and unless the world changes drastically in the future it will continue to be Modern Times is essentially the story of a simple but extremely kind man caught in the traps of industrialized society The opening scene which compares a crowd of workers boarding the subway to a flock of sheep is Chaplins warning against standardization mechanization and other facets of life which rob men and women of their individuality Chaplin always tried to speak for the downtrodden because despite his enormous success and wealth he never forgot where he came from In the end Modern Times is a reminder that no matter how bad things are you can still smile Charles Chaplin has made more people smile than almost any other and his legacy of love and laughter lives on in his films Its up to us to keep his legacy alive,10
4,Favorite Chaplin film Packed with social commentary that is still relevant today Chaplin does a superb job of representing the average worker of the time and the mental impact that the daily motions of what we consider normal in society Such as the opening of the movie in which a scene of a morning rush of people going to work fades into a herd of sheep Chaplin hilarious slapstick comedy is also present in this film while still keeping serious undertones The best example of this is the eating machine This particular scene was a perfect representation of the problems in our society a machine meant to further regiment the day of a worker only to break in the process while also causing a laugh out loud reaction My favorite part of this film is definitely the ending in which Chaplin sings a song and dances What makes this scene so great is not only the fact that it was the first time Chaplin/The Tramp ever spoke but that it was also a stance against talkies Although Chaplin sings the lyrics are complete gibberish but the audience understands regardless All in all I believe Modern Times is Chaplins greatest film this was the first Chaplin film I had ever seen and since then have watched all of them and found a great respect for Chaplin and silent movies overall,10
5,It is a testament to Chaplins filmmaking skills that he is able to impose such significant meaning on what really boils down to little more than a series of comedy skits strung together on an apparently flimsy clothesline of a plot Indeed the cinematic value of Modern Times is unquestionable but it is ironically noteworthy that such a simple and even blocky plot is made into such a memorable film experience and delivers such a strong timetranscending message about poverty stricken populations,10
6,Hilarious touching anarchic revolutionary realist surreal of its time timeless  Modern Times is a multifaceted work of genius When its over and you recall the number of sight gags and magic sequences Chaplin has packed into  minutes it is incredible  the conveyer belt and nut turning; Chaplin caught in the cogwheels; the feeding machine; the Red Flag march; the nose powder; the roller skating ballet; the waiter with tray caught up in the dance my favourite; the gibberish song  and many more Then there is his mixing of silent and sound techniques making the best of both worlds not falling between stools as some directors might have doneOf course there is also a political and social dimension; many of the scenes refer to the impact of technical advances of bureaucracy and of the then current depression on the ordinary little man And it is the little man the individual caught up in societys complex machinery whom Chaplin championed He may have sympathised with leftwing political parties and unions in so far as they supported ordinary working people but Chaplins essential beliefs are enshrined in the final words and shot with him telling Paulette Godard that she should keep smiling they will get along as they walk a couple of individuals into an uncertain future Beyond politics the individual has to rely on his or her own resources and spirit to survive,0
7,This movie is a must see for anyone who loves comedies  Charlie Chaplin is at his alltime best as the Tramp and he has wonderful chemistry with Paulette Goddards Gamin  Together they provide an hour and a half of nonstop laughs  My favorite parts are when he is fed by a modern machine that goes awry and then when Charlie goes crazy in the factory  The situations and expressions are hilarious!  Please see this movie soonyou definitely will not regret it,10
8,Greetings from LithuaniaModern Times  is my first movie which i saw that features Charles Chaplin Saw it first time in  but nevertheless its a great movie Comedy here is truly funny and its not just a comedy It tells a story with some underlying themes that are still kinda topical till this day – technology is changing evolving and if you are not keeping pace with it you will have some hard times like our hero of this movieActing here is very solid actually i was surprised of how well acted this movie was – no one overreacted Story itself is interesting and movie is very well paced – at running time  h  min it almost never drags and is entertaining from start till finishOverall Modern Times is a black and white silent movie there are some sounds actually which safely can be viewed for the first time even in  –  years after its original release It has some truly genuine comedic situations it tells good story and pacing of picture is very solid Maybe it is not possible to review this movie correctly now because its very old but great movies are great movies – they can be viewed no matter what,9
9,Chaplins Modern Times has influenced the th century as much as any other film could have His portrayal of man vs machine individual vs group love vs industryis the framework of classic modern American antiprogressive thinking Gilliams Brazil is the late century equivalent But Chaplin hit it right first insuring generations would have the chance to relate to the challenges of their own modern times,10
10,Long after most people thought the silent movie had been buried forever Chaplin brought his Little Fellow out of mothballs for one more magnificent motion picture The Tramp is trapped in a factory performing mindnumbing repetitive tasks and finally he goes hilariously berserk I started laughing the instant I saw the lady in the dress with the buttons Like City Lights this film is a collection of charming vignettes this time revolving around The Tramps desire to settle down with gamin Paulette Goddard From the Tramps encounter with an assemblyline feeding machine to his unsuccessful stints as night watchman and waiter this movie is packed full of delights Chaplin never speaks but he does sing a little This work of genius can make you smile though your heart is breaking,0
